Date;Time of day;Germany/Luxembourg[€/MWh];France[€/MWh];Switzerland[€/MWh]
Jan 4, 2020;1:00 AM;15.95;32.05;30.64
Jan 4, 2020;2:00 AM;16.63;30.14;27.56
Jan 4, 2020;3:00 AM;6.45;28.55;21.06
Jan 4, 2020;4:00 AM;3.83;26.24;20.45
Jan 4, 2020;5:00 AM;0.12;27.55;23.67
Jan 4, 2020;6:00 AM;0.07;27.16;30.59
Jan 4, 2020;7:00 AM;19.07;28.79;34.72
Jan 4, 2020;8:00 AM;17.49;31.83;37.11
Jan 4, 2020;9:00 AM;23.98;36.67;39.93
Jan 4, 2020;10:00 AM;8.8;39.57;40.11
Jan 4, 2020;11:00 AM;17.95;36.11;38.97
Jan 4, 2020;12:00 PM;19.5;34.77;36.44
Jan 4, 2020;1:00 PM;13.74;32.07;35.42
Jan 4, 2020;2:00 PM;17.42;31.83;35.34
Jan 4, 2020;3:00 PM;20.38;31.95;37.43
Jan 4, 2020;4:00 PM;25.08;32.25;40.62
Jan 4, 2020;5:00 PM;28.88;41.81;42.36
Jan 4, 2020;6:00 PM;32.02;44.24;43.21
Jan 4, 2020;7:00 PM;35.35;44;43.51
Jan 4, 2020;8:00 PM;29.98;39.53;41.72
Jan 4, 2020;9:00 PM;34.46;34.46;37.94
Jan 4, 2020;10:00 PM;39.75;39.75;39.01
Jan 4, 2020;11:00 PM;37.95;37.95;36.91
Jan 5, 2020;12:00 AM;33.1;33.1;36.67
Jan 5, 2020;1:00 AM;32.28;32.28;34.29
Jan 5, 2020;2:00 AM;31.18;31.18;32.27
Jan 5, 2020;3:00 AM;30.1;30.1;31.01
Jan 5, 2020;4:00 AM;29.96;29.96;30.63
Jan 5, 2020;5:00 AM;29.88;29.88;30.54
Jan 5, 2020;6:00 AM;30.38;30.38;32.01
Jan 5, 2020;7:00 AM;31.15;31.15;33.38
Jan 5, 2020;8:00 AM;32.09;32.09;35.91
Jan 5, 2020;9:00 AM;34.27;34.27;38.03
Jan 5, 2020;10:00 AM;37.53;37.53;39.93
Jan 5, 2020;11:00 AM;38.99;38.99;38.93
Jan 5, 2020;12:00 PM;38.15;38.15;39.42
Jan 5, 2020;1:00 PM;35.37;35.37;36.53
Jan 5, 2020;2:00 PM;34.44;34.44;36.65
Jan 5, 2020;3:00 PM;36.1;36.1;37.54
Jan 5, 2020;4:00 PM;40.59;40.59;40.84
Jan 5, 2020;5:00 PM;44.68;44.68;45.58
Jan 5, 2020;6:00 PM;46.16;46.16;46.43
Jan 5, 2020;7:00 PM;44.62;45.64;46.42
Jan 5, 2020;8:00 PM;39.5;42.68;43.09
Jan 5, 2020;9:00 PM;35.76;37.26;40.66
Jan 5, 2020;10:00 PM;36.49;37.57;41.09
Jan 5, 2020;11:00 PM;30.49;35.54;37.15
Jan 6, 2020;12:00 AM;29.16;29.16;35.05
Jan 6, 2020;1:00 AM;29;29;32.22
Jan 6, 2020;2:00 AM;29.08;29.08;31.44
Jan 6, 2020;3:00 AM;27.72;27.72;30.08
Jan 6, 2020;4:00 AM;27.03;27.03;30.1
Jan 6, 2020;5:00 AM;28.98;28.98;32.28
Jan 6, 2020;6:00 AM;33.18;33.18;38.14
Jan 6, 2020;7:00 AM;43.13;43.13;44.36
Jan 6, 2020;8:00 AM;44.52;44.52;46.42
Jan 6, 2020;9:00 AM;44.96;44.96;46.36
Jan 6, 2020;10:00 AM;44;44;45.49
Jan 6, 2020;11:00 AM;42.46;42.46;45.86
Jan 6, 2020;12:00 PM;41.3;41.3;45.01
Jan 6, 2020;1:00 PM;40.51;40.51;44.1
Jan 6, 2020;2:00 PM;41.22;41.22;43.51
Jan 6, 2020;3:00 PM;43.28;43.28;44.01
Jan 6, 2020;4:00 PM;43.68;43.68;45.84
Jan 6, 2020;5:00 PM;47.9;47.9;47.94
Jan 6, 2020;6:00 PM;48.91;48.91;47.77
Jan 6, 2020;7:00 PM;45.04;49.01;47.04
Jan 6, 2020;8:00 PM;40.28;47.03;46.33
Jan 6, 2020;9:00 PM;33.89;40.41;43.09
Jan 6, 2020;10:00 PM;33.58;38.26;41.4
Jan 6, 2020;11:00 PM;32.41;35.91;38.03
Jan 7, 2020;12:00 AM;30.75;32.1;40.5
Jan 7, 2020;1:00 AM;31.03;31.07;39.89
Jan 7, 2020;2:00 AM;29.88;29.99;39.96
Jan 7, 2020;3:00 AM;29;29.05;39.47
Jan 7, 2020;4:00 AM;29.65;29.65;39.18
Jan 7, 2020;5:00 AM;31.78;31.79;41.96
Jan 7, 2020;6:00 AM;40.87;40.87;45.35
Jan 7, 2020;7:00 AM;49.01;49.01;49.9
Jan 7, 2020;8:00 AM;51.09;51.09;51.11
Jan 7, 2020;9:00 AM;51.12;51.12;51.03
Jan 7, 2020;10:00 AM;49.83;49.83;50.7
Jan 7, 2020;11:00 AM;49.16;49.16;49.31
Jan 7, 2020;12:00 PM;48.43;48.43;48.67
Jan 7, 2020;1:00 PM;47.99;47.99;48.38
Jan 7, 2020;2:00 PM;47.41;47.24;50.74
Jan 7, 2020;3:00 PM;45.87;45.48;48.67
Jan 7, 2020;4:00 PM;45.9;45.9;48.32
Jan 7, 2020;5:00 PM;47.96;47.96;49.08
Jan 7, 2020;6:00 PM;48.11;48.11;50.04
Jan 7, 2020;7:00 PM;43.63;49.05;48.41
Jan 7, 2020;8:00 PM;33.6;47.34;46
Jan 7, 2020;9:00 PM;32.93;35.31;46.11
Jan 7, 2020;10:00 PM;31.29;35.21;45.37
Jan 7, 2020;11:00 PM;26.28;34.52;43.55
Jan 8, 2020;12:00 AM;18.95;28.9;44.09
Jan 8, 2020;1:00 AM;4.96;27.28;42.65
Jan 8, 2020;2:00 AM;0.1;26.16;40.21
Jan 8, 2020;3:00 AM;0.11;20.86;40.12
Jan 8, 2020;4:00 AM;1.75;20.35;40.09
Jan 8, 2020;5:00 AM;20.74;28.52;41.65
Jan 8, 2020;6:00 AM;25.57;33.05;46.67
Jan 8, 2020;7:00 AM;32.47;41.17;45.18
Jan 8, 2020;8:00 AM;33.07;44.5;46.88
Jan 8, 2020;9:00 AM;33.05;43.9;47.16
Jan 8, 2020;10:00 AM;34.18;43.74;47.02
Jan 8, 2020;11:00 AM;39.63;43.76;47.15
Jan 8, 2020;12:00 PM;41.35;44.5;46.91
Jan 8, 2020;1:00 PM;44.83;44.95;47.23
Jan 8, 2020;2:00 PM;46.04;46.04;47.68
Jan 8, 2020;3:00 PM;46.33;46.33;48.32
Jan 8, 2020;4:00 PM;47.9;47.9;48.42
Jan 8, 2020;5:00 PM;51.21;53.53;51.54
Jan 8, 2020;6:00 PM;55.92;55.92;53.04
Jan 8, 2020;7:00 PM;53.69;54.94;51.02
Jan 8, 2020;8:00 PM;48.1;48.1;46.84
Jan 8, 2020;9:00 PM;44.92;44.92;45.02
Jan 8, 2020;10:00 PM;41.67;41.67;45.14
Jan 8, 2020;11:00 PM;39.41;39.41;44.15
Jan 9, 2020;12:00 AM;34.08;34.08;41.73
Jan 9, 2020;1:00 AM;32.2;32.2;40.29
Jan 9, 2020;2:00 AM;32.56;32.56;39.46
Jan 9, 2020;3:00 AM;32.35;30.42;39.64
Jan 9, 2020;4:00 AM;29;28.8;39.7
Jan 9, 2020;5:00 AM;30.86;28.87;42.03
Jan 9, 2020;6:00 AM;38.95;34.99;45.53
Jan 9, 2020;7:00 AM;46.86;46.16;47.3
Jan 9, 2020;8:00 AM;47.92;47.51;47.73
Jan 9, 2020;9:00 AM;45.68;45.68;47.67
Jan 9, 2020;10:00 AM;43.61;43.61;47.22
Jan 9, 2020;11:00 AM;40;40.17;46.48
Jan 9, 2020;12:00 PM;37.06;37.67;45.71
Jan 9, 2020;1:00 PM;33.45;34.04;45.52
Jan 9, 2020;2:00 PM;32.2;32.9;46.5
Jan 9, 2020;3:00 PM;31.86;32.54;46.34
Jan 9, 2020;4:00 PM;32.59;33.21;46.25
Jan 9, 2020;5:00 PM;42.85;42.85;46.21
Jan 9, 2020;6:00 PM;41.73;44.23;45.42
Jan 9, 2020;7:00 PM;40.31;41.6;45.32
Jan 9, 2020;8:00 PM;32.96;33.89;45.03
Jan 9, 2020;9:00 PM;30.72;31.34;44.61
Jan 9, 2020;10:00 PM;31.02;31.3;44.04
Jan 9, 2020;11:00 PM;29.14;30.12;42.95
Jan 10, 2020;12:00 AM;26.94;27.81;41.08
Jan 10, 2020;1:00 AM;26.59;27.62;41.19
Jan 10, 2020;2:00 AM;25.81;27.54;39.64
Jan 10, 2020;3:00 AM;25.89;26.47;39.45
Jan 10, 2020;4:00 AM;26.2;26.7;39.52
Jan 10, 2020;5:00 AM;26.95;28.2;42.41
Jan 10, 2020;6:00 AM;28.95;32;44.59
Jan 10, 2020;7:00 AM;43.29;43.66;45.97
Jan 10, 2020;8:00 AM;47.4;47.4;46.56
Jan 10, 2020;9:00 AM;40.63;47.92;45.98
Jan 10, 2020;10:00 AM;36.26;46.87;46.08
Jan 10, 2020;11:00 AM;32.05;44.2;45.95
Jan 10, 2020;12:00 PM;28.64;41.6;45.23
Jan 10, 2020;1:00 PM;28.45;38.01;45.43
Jan 10, 2020;2:00 PM;28.23;36.21;45.96
Jan 10, 2020;3:00 PM;29.56;36.27;45.26
Jan 10, 2020;4:00 PM;36.43;40.62;45.13
Jan 10, 2020;5:00 PM;45;47.3;46.13
Jan 10, 2020;6:00 PM;46.73;49.97;46.89
Jan 10, 2020;7:00 PM;45.94;47.36;46.05
Jan 10, 2020;8:00 PM;45.02;45.21;44.55
Jan 10, 2020;9:00 PM;41.29;41.56;44.3
Jan 10, 2020;10:00 PM;39.9;39.9;43.57
Jan 10, 2020;11:00 PM;33.04;33.12;42.47
Jan 11, 2020;12:00 AM;35.01;35.01;41.5
Jan 11, 2020;1:00 AM;34;34;41.3
Jan 11, 2020;2:00 AM;31.43;31.43;39.32
Jan 11, 2020;3:00 AM;29.14;29.14;39.1
Jan 11, 2020;4:00 AM;28.86;28.86;39.03
Jan 11, 2020;5:00 AM;28.43;28.43;40.89
Jan 11, 2020;6:00 AM;29.22;29.32;43.07
Jan 11, 2020;7:00 AM;31.22;31.32;42.6
Jan 11, 2020;8:00 AM;35.68;35.68;43.04
Jan 11, 2020;9:00 AM;40;40;44.05
Jan 11, 2020;10:00 AM;38.01;38.08;44.93
Jan 11, 2020;11:00 AM;37.9;37.9;44.56
Jan 11, 2020;12:00 PM;36.08;38.6;43.04
Jan 11, 2020;1:00 PM;32.96;33.06;41.47
Jan 11, 2020;2:00 PM;31.1;31.59;42.38
Jan 11, 2020;3:00 PM;32.25;32.51;43.02
Jan 11, 2020;4:00 PM;32.55;33.71;44.06
Jan 11, 2020;5:00 PM;40.56;41.05;44.08
Jan 11, 2020;6:00 PM;34.46;44.62;44.05
Jan 11, 2020;7:00 PM;30.01;44.65;44.03
Jan 11, 2020;8:00 PM;25.74;40.15;43.07
Jan 11, 2020;9:00 PM;23.73;29.38;42.25
Jan 11, 2020;10:00 PM;25.24;36.08;41.57
Jan 11, 2020;11:00 PM;20.96;39.13;41.08
Jan 12, 2020;12:00 AM;22.82;25.26;37.57
Jan 12, 2020;1:00 AM;19.37;23.53;35.01
Jan 12, 2020;2:00 AM;18.36;24.15;34.64
Jan 12, 2020;3:00 AM;18.34;20.65;33.13
Jan 12, 2020;4:00 AM;18.16;20.57;32.22
Jan 12, 2020;5:00 AM;18.66;21.04;32.05
Jan 12, 2020;6:00 AM;17.39;20.64;36.54
Jan 12, 2020;7:00 AM;18.22;29.6;38.66
Jan 12, 2020;8:00 AM;22.1;28.8;39.96
Jan 12, 2020;9:00 AM;23.93;27.47;39.95
Jan 12, 2020;10:00 AM;24.23;30.25;37.8
Jan 12, 2020;11:00 AM;24.84;28.93;37.61
Jan 12, 2020;12:00 PM;24.45;33.53;37.59
Jan 12, 2020;1:00 PM;22.46;26.72;36.54
Jan 12, 2020;2:00 PM;20.05;24.31;36.52
Jan 12, 2020;3:00 PM;21.48;25.33;39.24
Jan 12, 2020;4:00 PM;24.71;27.36;42.88
Jan 12, 2020;5:00 PM;26.5;33.73;43.45
Jan 12, 2020;6:00 PM;26.68;38.91;44.06
Jan 12, 2020;7:00 PM;26.16;40.87;44.06
Jan 12, 2020;8:00 PM;25.62;38.11;44.01
Jan 12, 2020;9:00 PM;25.53;30.38;41.95
Jan 12, 2020;10:00 PM;27.1;35.17;39.94
Jan 12, 2020;11:00 PM;26.14;37.81;38.86
