Date;Time of day;Germany/Luxembourg[€/MWh];France[€/MWh];Switzerland[€/MWh]
Jun 3, 2019;12:00 AM;26.57;26.61;23.31
Jun 3, 2019;1:00 AM;23.34;23.34;19.45
Jun 3, 2019;2:00 AM;20.78;20.78;18.14
Jun 3, 2019;3:00 AM;19.97;17.71;15.97
Jun 3, 2019;4:00 AM;19.64;14.51;20.04
Jun 3, 2019;5:00 AM;24.04;21.16;28.07
Jun 3, 2019;6:00 AM;40.62;22.24;36.7
Jun 3, 2019;7:00 AM;44.92;41.46;42.74
Jun 3, 2019;8:00 AM;45.02;45.02;43.3
Jun 3, 2019;9:00 AM;41.81;41.81;41.78
Jun 3, 2019;10:00 AM;39.36;39.36;39.69
Jun 3, 2019;11:00 AM;37.71;37.71;39.08
Jun 3, 2019;12:00 PM;36.25;36.25;37.61
Jun 3, 2019;1:00 PM;35.46;35.46;36.05
Jun 3, 2019;2:00 PM;35.23;35.23;34.89
Jun 3, 2019;3:00 PM;35.68;35.68;35.8
Jun 3, 2019;4:00 PM;35.69;35.69;37.23
Jun 3, 2019;5:00 PM;42.97;38.13;40.85
Jun 3, 2019;6:00 PM;45.42;45.42;43.7
Jun 3, 2019;7:00 PM;50.5;50.5;46.05
Jun 3, 2019;8:00 PM;48.98;48.91;45.96
Jun 3, 2019;9:00 PM;48.35;44.94;45.19
Jun 3, 2019;10:00 PM;45.96;45.96;41.93
Jun 3, 2019;11:00 PM;41.4;41.4;38.99
Jun 4, 2019;12:00 AM;34.74;34.74;37.78
Jun 4, 2019;1:00 AM;32.99;32.99;34.77
Jun 4, 2019;2:00 AM;31.86;31.86;33.69
Jun 4, 2019;3:00 AM;31.21;28.28;32.96
Jun 4, 2019;4:00 AM;32.83;24.49;33.25
Jun 4, 2019;5:00 AM;33.91;25.14;34.3
Jun 4, 2019;6:00 AM;42.95;30.74;42.58
Jun 4, 2019;7:00 AM;50.29;37.98;46.04
Jun 4, 2019;8:00 AM;55.43;47.69;49.72
Jun 4, 2019;9:00 AM;46.93;46.93;46
Jun 4, 2019;10:00 AM;42.24;42.24;42.71
Jun 4, 2019;11:00 AM;41;41;40.38
Jun 4, 2019;12:00 PM;37.56;37.56;38.38
Jun 4, 2019;1:00 PM;36.5;36.5;37.81
Jun 4, 2019;2:00 PM;35.19;35.19;37.28
Jun 4, 2019;3:00 PM;34.47;34.47;37.06
Jun 4, 2019;4:00 PM;36.65;36.65;37.89
Jun 4, 2019;5:00 PM;42.92;30.03;42.79
Jun 4, 2019;6:00 PM;45.13;39.39;44.61
Jun 4, 2019;7:00 PM;46.17;43.05;45.87
Jun 4, 2019;8:00 PM;44.72;37.28;44.95
Jun 4, 2019;9:00 PM;38.28;38.28;40.91
Jun 4, 2019;10:00 PM;33.83;33.83;37.36
Jun 4, 2019;11:00 PM;28.01;28.01;31.01
Jun 5, 2019;12:00 AM;27.48;27.48;28.09
Jun 5, 2019;1:00 AM;26.06;26.06;25.92
Jun 5, 2019;2:00 AM;24.55;24.55;25.04
Jun 5, 2019;3:00 AM;24.54;24.54;24.53
Jun 5, 2019;4:00 AM;25.31;25.31;24.68
Jun 5, 2019;5:00 AM;27.75;24.6;27.61
Jun 5, 2019;6:00 AM;37.52;27.46;37.2
Jun 5, 2019;7:00 AM;44.51;37.14;43.38
Jun 5, 2019;8:00 AM;44.99;44.99;45.7
Jun 5, 2019;9:00 AM;43.97;43.97;42.73
Jun 5, 2019;10:00 AM;41.38;41.38;39.3
Jun 5, 2019;11:00 AM;40.46;40.46;38.13
Jun 5, 2019;12:00 PM;38.85;38.85;36.37
Jun 5, 2019;1:00 PM;36.32;36.32;34.91
Jun 5, 2019;2:00 PM;36.19;36.19;34.07
Jun 5, 2019;3:00 PM;38.01;38.01;34.22
Jun 5, 2019;4:00 PM;39;39;35.46
Jun 5, 2019;5:00 PM;43.45;41.37;40.27
Jun 5, 2019;6:00 PM;48.28;43.92;42.8
Jun 5, 2019;7:00 PM;56.52;44.07;44.88
Jun 5, 2019;8:00 PM;49.41;33.88;44.33
Jun 5, 2019;9:00 PM;43.68;31.08;40.55
Jun 5, 2019;10:00 PM;39.99;39.99;36.87
Jun 5, 2019;11:00 PM;32.09;32.09;31.77
Jun 6, 2019;12:00 AM;28.5;28.5;29.28
Jun 6, 2019;1:00 AM;26.5;26.5;27.49
Jun 6, 2019;2:00 AM;24.64;24.64;26.19
Jun 6, 2019;3:00 AM;24.03;24.03;26.1
Jun 6, 2019;4:00 AM;24.06;24.06;25.84
Jun 6, 2019;5:00 AM;27.54;27.54;26.77
Jun 6, 2019;6:00 AM;32.16;32.16;33.77
Jun 6, 2019;7:00 AM;40.73;40.73;39.24
Jun 6, 2019;8:00 AM;42.91;42.91;40.63
Jun 6, 2019;9:00 AM;39.93;39.93;39.59
Jun 6, 2019;10:00 AM;34.11;34.11;37.43
Jun 6, 2019;11:00 AM;33.62;33.62;36.78
Jun 6, 2019;12:00 PM;32.31;32.31;34.58
Jun 6, 2019;1:00 PM;32;32;33.31
Jun 6, 2019;2:00 PM;32;32;33.33
Jun 6, 2019;3:00 PM;32.53;32.53;32.44
Jun 6, 2019;4:00 PM;33.58;33.58;32.45
Jun 6, 2019;5:00 PM;35.76;35.76;37.22
Jun 6, 2019;6:00 PM;42.98;35.98;40.15
Jun 6, 2019;7:00 PM;52.04;39.07;41.33
Jun 6, 2019;8:00 PM;59.09;39.17;41.83
Jun 6, 2019;9:00 PM;55.3;34.34;42.05
