Date;Time of day;Germany/Luxembourg[€/MWh];France[€/MWh];Switzerland[€/MWh]
Aug 12, 2019;12:00 AM;28.79;28.79;28.81
Aug 12, 2019;1:00 AM;28.62;27.11;25.46
Aug 12, 2019;2:00 AM;28.1;26.71;24.98
Aug 12, 2019;3:00 AM;27.5;24.26;25.32
Aug 12, 2019;4:00 AM;28.1;21.46;25.47
Aug 12, 2019;5:00 AM;29.14;23.91;26.71
Aug 12, 2019;6:00 AM;39.14;26.01;26.91
Aug 12, 2019;7:00 AM;46.03;31;33.84
Aug 12, 2019;8:00 AM;40.52;37.45;35.73
Aug 12, 2019;9:00 AM;38.71;37.63;36.63
Aug 12, 2019;10:00 AM;36.7;36.7;36.44
Aug 12, 2019;11:00 AM;37.9;37.9;37.84
Aug 12, 2019;12:00 PM;36.18;36.18;36.76
Aug 12, 2019;1:00 PM;36.23;35.31;35.8
Aug 12, 2019;2:00 PM;37.2;35.68;34.1
Aug 12, 2019;3:00 PM;37.51;33.92;33.96
Aug 12, 2019;4:00 PM;38.71;30.85;33.33
Aug 12, 2019;5:00 PM;45.53;31.31;30.65
Aug 12, 2019;6:00 PM;60.54;36.21;33.21
Aug 12, 2019;7:00 PM;71.5;36.16;35.1
Aug 12, 2019;8:00 PM;70.6;34.16;34.07
Aug 12, 2019;9:00 PM;65.04;34.1;33.61
Aug 12, 2019;10:00 PM;44.86;42.59;36.03
Aug 12, 2019;11:00 PM;36.63;36.63;34.81
Aug 13, 2019;12:00 AM;34.97;33.08;34.5
Aug 13, 2019;1:00 AM;34.01;30.62;30.82
Aug 13, 2019;2:00 AM;33.07;25.8;30.88
Aug 13, 2019;3:00 AM;33.27;24.12;30.82
Aug 13, 2019;4:00 AM;33.19;22.73;30.76
Aug 13, 2019;5:00 AM;35.31;30.08;30.87
Aug 13, 2019;6:00 AM;43.24;32.38;30.46
Aug 13, 2019;7:00 AM;52.96;35.09;33.68
Aug 13, 2019;8:00 AM;49.97;40.03;38.19
Aug 13, 2019;9:00 AM;40.85;40.85;37.64
Aug 13, 2019;10:00 AM;37.26;36.06;36.95
Aug 13, 2019;11:00 AM;34.85;34.06;36.39
Aug 13, 2019;12:00 PM;32.1;32.1;34.04
Aug 13, 2019;1:00 PM;30.94;30.94;29.96
Aug 13, 2019;2:00 PM;29.34;29.34;29.24
Aug 13, 2019;3:00 PM;29.78;29.78;29.11
Aug 13, 2019;4:00 PM;30.87;28.11;30.85
Aug 13, 2019;5:00 PM;35.54;34.04;32.16
Aug 13, 2019;6:00 PM;38.53;34.95;37.1
Aug 13, 2019;7:00 PM;46.81;41.54;37.28
Aug 13, 2019;8:00 PM;49.94;38.97;37.11
Aug 13, 2019;9:00 PM;47.92;44.77;37.14
Aug 13, 2019;10:00 PM;41.82;41.82;38.27
Aug 13, 2019;11:00 PM;36.3;36.3;36.09
Aug 14, 2019;12:00 AM;32.39;32.39;30.48
Aug 14, 2019;1:00 AM;30.45;29.23;27.91
Aug 14, 2019;2:00 AM;28.43;26.18;27.53
Aug 14, 2019;3:00 AM;28.27;27.16;28.4
Aug 14, 2019;4:00 AM;29.68;25.03;27.93
Aug 14, 2019;5:00 AM;30.57;26.99;29.38
Aug 14, 2019;6:00 AM;38.7;28.79;31.49
Aug 14, 2019;7:00 AM;49.42;33.33;33.92
Aug 14, 2019;8:00 AM;45.84;38;36.38
Aug 14, 2019;9:00 AM;37.77;37.77;36.17
Aug 14, 2019;10:00 AM;35.67;35.67;35.03
Aug 14, 2019;11:00 AM;34.29;34.29;33.45
Aug 14, 2019;12:00 PM;32.02;32.02;32.33
Aug 14, 2019;1:00 PM;30;30;32.03
Aug 14, 2019;2:00 PM;31.01;31.01;31.12
Aug 14, 2019;3:00 PM;32.32;32.32;31.55
Aug 14, 2019;4:00 PM;34.05;31.74;30.01
Aug 14, 2019;5:00 PM;38.53;31.08;29.32
Aug 14, 2019;6:00 PM;49.26;33.8;29.39
Aug 14, 2019;7:00 PM;65.18;33.03;32.06
Aug 14, 2019;8:00 PM;67.93;29.61;32.1
Aug 14, 2019;9:00 PM;52.74;31.87;32.96
Aug 14, 2019;10:00 PM;39.97;38.22;32.84
Aug 14, 2019;11:00 PM;35.95;35.95;32.06
Aug 15, 2019;12:00 AM;29.15;29.15;30.3
Aug 15, 2019;1:00 AM;27.12;25.64;27.92
Aug 15, 2019;2:00 AM;25.96;23.39;26.23
Aug 15, 2019;3:00 AM;24.58;21.1;24.93
Aug 15, 2019;4:00 AM;23.18;13.59;23.91
Aug 15, 2019;5:00 AM;23.47;16.97;23.84
Aug 15, 2019;6:00 AM;26.47;19.54;27.5
Aug 15, 2019;7:00 AM;30.68;19.27;27.14
Aug 15, 2019;8:00 AM;34.47;23.9;27.54
