Date;Time of day;Germany/Luxembourg[€/MWh];France[€/MWh];Switzerland[€/MWh]
Oct 7, 2019;12:00 AM;28.99;28.99;31.58
Oct 7, 2019;1:00 AM;27.07;27.07;31.04
Oct 7, 2019;2:00 AM;27;27;30.87
Oct 7, 2019;3:00 AM;27.99;25.77;30.95
Oct 7, 2019;4:00 AM;27.06;24.91;32.95
Oct 7, 2019;5:00 AM;30.23;30.23;36.44
Oct 7, 2019;6:00 AM;50.62;47.54;49.45
Oct 7, 2019;7:00 AM;56.49;56.49;55.88
Oct 7, 2019;8:00 AM;59.86;59.86;57.11
Oct 7, 2019;9:00 AM;56.51;56.51;55.16
Oct 7, 2019;10:00 AM;53.08;53.08;52.09
Oct 7, 2019;11:00 AM;51.75;51.75;51.45
Oct 7, 2019;12:00 PM;49.91;49.91;49.84
Oct 7, 2019;1:00 PM;48.8;48.8;49.52
Oct 7, 2019;2:00 PM;47.57;47.57;48.86
Oct 7, 2019;3:00 PM;48.04;48.04;48.89
Oct 7, 2019;4:00 PM;48.78;48.78;50.6
Oct 7, 2019;5:00 PM;51.5;51.5;53.1
Oct 7, 2019;6:00 PM;54.91;54.91;55.62
Oct 7, 2019;7:00 PM;61.76;61.76;58.76
Oct 7, 2019;8:00 PM;52;54.81;55.44
Oct 7, 2019;9:00 PM;43.46;44.4;49.51
Oct 7, 2019;10:00 PM;39.18;41.01;43.07
Oct 7, 2019;11:00 PM;28.44;32.77;37.29
Oct 8, 2019;12:00 AM;30.64;30.64;33.15
Oct 8, 2019;1:00 AM;27.93;27.93;34.87
Oct 8, 2019;2:00 AM;25;25;34.34
Oct 8, 2019;3:00 AM;22.98;22.98;27.18
Oct 8, 2019;4:00 AM;22.02;20.71;27.9
Oct 8, 2019;5:00 AM;24.5;24.39;34.03
Oct 8, 2019;6:00 AM;30.52;30.52;41
Oct 8, 2019;7:00 AM;42.12;47.21;48.83
Oct 8, 2019;8:00 AM;47.19;49.8;49.77
Oct 8, 2019;9:00 AM;43.04;50.85;49.47
Oct 8, 2019;10:00 AM;40.16;49.13;48.63
Oct 8, 2019;11:00 AM;38.73;50.01;48.34
Oct 8, 2019;12:00 PM;37.54;49.07;46.92
Oct 8, 2019;1:00 PM;36.95;46.9;47.02
Oct 8, 2019;2:00 PM;36.2;43.53;46.1
Oct 8, 2019;3:00 PM;36.3;38.59;46.09
Oct 8, 2019;4:00 PM;36.28;36.43;45.96
Oct 8, 2019;5:00 PM;40.62;40.62;45.94
Oct 8, 2019;6:00 PM;44.44;45.69;47.63
Oct 8, 2019;7:00 PM;50.15;50.61;50.53
Oct 8, 2019;8:00 PM;37.5;48.76;49.6
Oct 8, 2019;9:00 PM;33.16;38.88;41.38
Oct 8, 2019;10:00 PM;28.5;40.26;41.09
Oct 8, 2019;11:00 PM;24.24;32.65;38.96
Oct 9, 2019;12:00 AM;24.19;24.47;31.93
Oct 9, 2019;1:00 AM;23.63;23.63;31.04
Oct 9, 2019;2:00 AM;22.25;22.25;31.33
Oct 9, 2019;3:00 AM;19.44;19.44;30.1
Oct 9, 2019;4:00 AM;21.92;21.92;27.13
Oct 9, 2019;5:00 AM;25.22;25.22;32.08
Oct 9, 2019;6:00 AM;30.87;31.47;38.21
Oct 9, 2019;7:00 AM;44.22;45.73;46.03
Oct 9, 2019;8:00 AM;45.51;48.41;47.31
Oct 9, 2019;9:00 AM;47.06;47.89;47.03
Oct 9, 2019;10:00 AM;42.62;47.63;47.36
Oct 9, 2019;11:00 AM;38.9;46.27;47.36
Oct 9, 2019;12:00 PM;37.37;39.47;46.32
Oct 9, 2019;1:00 PM;36.1;37.25;45.93
Oct 9, 2019;2:00 PM;35.65;36.15;45.74
Oct 9, 2019;3:00 PM;35.25;35.25;45.4
Oct 9, 2019;4:00 PM;33.49;33.49;45.13
Oct 9, 2019;5:00 PM;40.73;40.73;44.98
Oct 9, 2019;6:00 PM;45.14;45.21;44.78
Oct 9, 2019;7:00 PM;51.44;51.8;48.09
Oct 9, 2019;8:00 PM;43.27;45.94;41.64
Oct 9, 2019;9:00 PM;38.13;38.13;38.11
Oct 9, 2019;10:00 PM;34.2;34.2;37.87
Oct 9, 2019;11:00 PM;28.08;28.12;33.64
Oct 10, 2019;12:00 AM;23.88;23.88;30.33
Oct 10, 2019;1:00 AM;22.73;22.77;29.65
Oct 10, 2019;2:00 AM;21.61;21.61;29.3
Oct 10, 2019;3:00 AM;18.26;18.26;23.45
Oct 10, 2019;4:00 AM;18.95;18.82;23.76
Oct 10, 2019;5:00 AM;22.2;22.2;30.8
Oct 10, 2019;6:00 AM;34.73;34.73;37.23
Oct 10, 2019;7:00 AM;45.97;45.97;44.52
Oct 10, 2019;8:00 AM;47.74;48.01;46
Oct 10, 2019;9:00 AM;44;45.84;46.08
Oct 10, 2019;10:00 AM;29.95;44.01;44.96
Oct 10, 2019;11:00 AM;26.33;43.15;42.07
Oct 10, 2019;12:00 PM;25.23;37.78;38.59
Oct 10, 2019;1:00 PM;23.45;35.93;38.65
Oct 10, 2019;2:00 PM;23.41;34.06;38.56
Oct 10, 2019;3:00 PM;23.83;33.68;38.41
Oct 10, 2019;4:00 PM;26.38;29.37;38.25
Oct 10, 2019;5:00 PM;36.95;37.21;38.35
Oct 10, 2019;6:00 PM;43.3;43.61;44.84
Oct 10, 2019;7:00 PM;47.79;54.45;46.49
Oct 10, 2019;8:00 PM;41.78;48.01;45.57
Oct 10, 2019;9:00 PM;29;36.93;40.78
Oct 10, 2019;10:00 PM;28.39;35.07;38.09
Oct 10, 2019;11:00 PM;25.23;26.63;37.04
Oct 11, 2019;12:00 AM;23.75;24.25;30.1
Oct 11, 2019;1:00 AM;22.34;22.64;29.98
Oct 11, 2019;2:00 AM;17.65;17.65;30.05
Oct 11, 2019;3:00 AM;12.57;12.57;30.07
Oct 11, 2019;4:00 AM;14.54;14.54;29.93
Oct 11, 2019;5:00 AM;20.15;20.15;31.75
Oct 11, 2019;6:00 AM;26.04;25.91;32.28
Oct 11, 2019;7:00 AM;38.69;38.74;41.14
Oct 11, 2019;8:00 AM;40.84;43.05;43.78
Oct 11, 2019;9:00 AM;37.42;37.69;40.57
Oct 11, 2019;10:00 AM;33.9;34.1;35.9
Oct 11, 2019;11:00 AM;30.41;32.79;34.6
Oct 11, 2019;12:00 PM;23.59;30.6;33.97
Oct 11, 2019;1:00 PM;22.93;26.39;34
Oct 11, 2019;2:00 PM;21.77;23.95;34.21
Oct 11, 2019;3:00 PM;22.11;22.8;29.92
Oct 11, 2019;4:00 PM;23.8;23.95;29.84
Oct 11, 2019;5:00 PM;30.38;30.38;29.98
Oct 11, 2019;6:00 PM;33.65;33.65;35.9
Oct 11, 2019;7:00 PM;34.92;41.99;38.37
Oct 11, 2019;8:00 PM;31.19;36.1;35.9
Oct 11, 2019;9:00 PM;24.8;24.8;31.74
Oct 11, 2019;10:00 PM;22.98;24.24;33.62
Oct 11, 2019;11:00 PM;12.94;26.75;31.7
Oct 12, 2019;12:00 AM;0.47;14.19;28.3
Oct 12, 2019;1:00 AM;0.03;15.09;27.97
Oct 12, 2019;2:00 AM;-4.91;9.44;27.79
Oct 12, 2019;3:00 AM;0.09;7.15;13.56
Oct 12, 2019;4:00 AM;5.8;10.34;12.89
Oct 12, 2019;5:00 AM;10.79;13.39;17.95
Oct 12, 2019;6:00 AM;19.47;21.4;21.85
Oct 12, 2019;7:00 AM;24.44;26.2;25.82
Oct 12, 2019;8:00 AM;23.47;24.53;28.52
Oct 12, 2019;9:00 AM;22.96;29.5;28.94
Oct 12, 2019;10:00 AM;12.75;28.54;30.01
Oct 12, 2019;11:00 AM;7.49;25.26;28.9
Oct 12, 2019;12:00 PM;10.13;24.51;28.83
Oct 12, 2019;1:00 PM;5.83;18.55;28.09
Oct 12, 2019;2:00 PM;20.29;25.12;27.39
Oct 12, 2019;3:00 PM;24.64;26.9;27.91
Oct 12, 2019;4:00 PM;28.93;30;28.78
Oct 12, 2019;5:00 PM;35.74;30.24;36.58
Oct 12, 2019;6:00 PM;42.07;36.25;41.99
Oct 12, 2019;7:00 PM;44.65;44.65;46.28
Oct 12, 2019;8:00 PM;40.13;40.13;44.1
Oct 12, 2019;9:00 PM;33.15;33.15;39.41
Oct 12, 2019;10:00 PM;33.59;33.59;38.96
Oct 12, 2019;11:00 PM;31.53;31.53;34.65
Oct 13, 2019;12:00 AM;31.44;31.44;29.78
Oct 13, 2019;1:00 AM;25.66;25.66;28.79
Oct 13, 2019;2:00 AM;24.05;24.05;26.83
Oct 13, 2019;3:00 AM;24.11;15.18;26.88
Oct 13, 2019;4:00 AM;25.12;11.32;26.45
Oct 13, 2019;5:00 AM;25.29;15.65;25.57
Oct 13, 2019;6:00 AM;25.82;11.27;27.1
Oct 13, 2019;7:00 AM;28.37;22.21;26.63
Oct 13, 2019;8:00 AM;27.85;27.85;27.48
Oct 13, 2019;9:00 AM;26.58;26.58;27.08
Oct 13, 2019;10:00 AM;25.1;25.1;25.1
Oct 13, 2019;11:00 AM;24;24;24.76
Oct 13, 2019;12:00 PM;23.08;23.08;25.62
Oct 13, 2019;1:00 PM;12.12;14.61;18.35
Oct 13, 2019;2:00 PM;4.77;8.52;15.83
Oct 13, 2019;3:00 PM;10.02;12.3;14.71
Oct 13, 2019;4:00 PM;21.29;21.29;23.11
Oct 13, 2019;5:00 PM;27.94;27.94;28.38
Oct 13, 2019;6:00 PM;30;30;33.45
Oct 13, 2019;7:00 PM;28.47;40.09;37.93
Oct 13, 2019;8:00 PM;22.45;41.24;34
Oct 13, 2019;9:00 PM;17.39;29.09;30.9
Oct 13, 2019;10:00 PM;16.51;33.69;30.36
Oct 13, 2019;11:00 PM;4.02;29.23;30.02
Oct 14, 2019;12:00 AM;-8.25;32.46;28.05
Oct 14, 2019;1:00 AM;3.17;15.21;28.02
Oct 14, 2019;2:00 AM;9.31;16.56;23.08
Oct 14, 2019;3:00 AM;15.17;15.17;22.49
Oct 14, 2019;4:00 AM;16;16;22.2
Oct 14, 2019;5:00 AM;24.63;24.63;30.61
Oct 14, 2019;6:00 AM;36.06;36.06;41.88
Oct 14, 2019;7:00 AM;48.92;48.92;51.27
Oct 14, 2019;8:00 AM;50.24;50.24;53.5
Oct 14, 2019;9:00 AM;49.6;50.39;51.28
Oct 14, 2019;10:00 AM;48.34;49.58;50.07
Oct 14, 2019;11:00 AM;48;48;48.97
Oct 14, 2019;12:00 PM;45.25;45.25;48.02
Oct 14, 2019;1:00 PM;43;43;47.36
Oct 14, 2019;2:00 PM;39.5;39.5;45.35
Oct 14, 2019;3:00 PM;42.19;40.8;46.08
Oct 14, 2019;4:00 PM;46.86;39.99;47.02
Oct 14, 2019;5:00 PM;49;41.49;49.02
Oct 14, 2019;6:00 PM;50.09;50.09;51.18
Oct 14, 2019;7:00 PM;52.79;52.79;53.73
Oct 14, 2019;8:00 PM;48.93;48.93;47.43
Oct 14, 2019;9:00 PM;37.01;37.01;39.1
Oct 14, 2019;10:00 PM;32.51;33.36;35.45
Oct 14, 2019;11:00 PM;25.18;25.22;32.21
Oct 15, 2019;12:00 AM;26;26;36.35
Oct 15, 2019;1:00 AM;25.72;25.72;36.02
Oct 15, 2019;2:00 AM;25;25;35.43
Oct 15, 2019;3:00 AM;24.27;24.27;34.3
Oct 15, 2019;4:00 AM;25;25;34.26
Oct 15, 2019;5:00 AM;29.99;29.99;36.24
Oct 15, 2019;6:00 AM;40.61;40.61;44.86
Oct 15, 2019;7:00 AM;52.64;52.64;49.65
Oct 15, 2019;8:00 AM;55.21;55.21;51.59
Oct 15, 2019;9:00 AM;54.8;54.8;51.96
Oct 15, 2019;10:00 AM;51.76;51.76;49.81
Oct 15, 2019;11:00 AM;50.62;50.62;49.03
Oct 15, 2019;12:00 PM;47.9;47.9;47.56
Oct 15, 2019;1:00 PM;46.64;46.64;46.58
Oct 15, 2019;2:00 PM;44.58;44.58;44.08
Oct 15, 2019;3:00 PM;45.38;44.87;44.07
Oct 15, 2019;4:00 PM;47.96;45.33;46.76
Oct 15, 2019;5:00 PM;53.1;51.02;49.33
Oct 15, 2019;6:00 PM;58.33;58.33;52.34
Oct 15, 2019;7:00 PM;67.95;67.95;58.09
Oct 15, 2019;8:00 PM;55.29;55.29;52.04
Oct 15, 2019;9:00 PM;45.97;45.97;42.74
Oct 15, 2019;10:00 PM;39.95;40.76;38.9
Oct 15, 2019;11:00 PM;32.46;37.09;32.24
Oct 16, 2019;12:00 AM;34.81;34.81;34.28
Oct 16, 2019;1:00 AM;33.02;33.02;30.75
Oct 16, 2019;2:00 AM;29.25;29.25;27.92
Oct 16, 2019;3:00 AM;28.4;28.4;26.82
Oct 16, 2019;4:00 AM;29;28.23;27.82
